Артикул	Наименование товара	Розничные	Оптовые	Дилерские	Спец.	Ед.изм.	
"01 Панели пластиковые. 01 Панели пластик ""Люкс"" 0,167 х 2,7 м,  цены в EUR"							
							
12699	Лист металл. 1000х2000, перф. просечная	63,64	62,11	60,07	58,55	шт
13791	Решетка металл. 3-х секционная	10,37	10,12	9,78	9,53	шт
13792	Решетка металл. 4-х секционная	13,63	13,31	12,88	12,55	шт
13797	Решетка металл. 5-ти секционная	17,72	17,30	16,73	16,31	шт
13793	Решетка металл. 7-ми секционная	19,78	19,30	18,67	18,19	шт
						
18 Кирпич облицовочный. 18 Кирпич ФАГОТ,  цены в $						
						
10122	Кирпич американ. дикий камень тычк. (желт.) 230х58х65 ФАГОТ	0,29	0,28	0,28	0,26	шт
10121	Кирпич американ. дикий камень тычк. (цветн.) 230х58х65 ФАГОТ	0,31	0,30	0,30	0,29	шт
10100	Кирпич американский дикий камень (желт.) 250х58х65 ФАГОТ	0,29	0,28	0,28	0,26	шт
10099	Кирпич американский дикий камень (цветн.) 250х58х65 ФАГОТ	0,31	0,30	0,30	0,29	шт
10058	Кирпич гладкий (желт.) 250х120х55 ФАГОТ	0,36	0,35	0,35	0,34	шт
10057	Кирпич гладкий (желт.) 250х120х65 ФАГОТ	0,36	0,35	0,35	0,34	шт
10056	Кирпич гладкий (цветн.) 250х120х55 ФАГОТ	0,37	0,36	0,36	0,35	шт
10055	Кирпич гладкий (цветн.) 250х120х65 ФАГОТ	0,37	0,36	0,36	0,35	шт
10098	Кирпич гладкий американ. станд. (желт.) 250х78х55 ФАГОТ	0,30	0,29	0,29	0,28	шт
10096	Кирпич гладкий американ. станд. (желт.) 250х78х65 ФАГОТ	0,30	0,29	0,29	0,28	шт
10097	Кирпич гладкий американ. станд. (цветн.) 250х78х55 ФАГОТ	0,31	0,30	0,30	0,29	шт
10095	Кирпич гладкий американ. станд. (цветн.) 250х78х65 ФАГОТ	0,31	0,30	0,30	0,29	шт
10070	Кирпич гладкий с 2-мя скош. углами (желт.) 250х120х55 ФАГОТ	0,36	0,35	0,35	0,34	шт
10068	Кирпич гладкий с 2-мя скош. углами (желт.) 250х120х65 ФАГОТ	0,36	0,35	0,35	0,34	шт
10069	Кирпич гладкий с 2-мя скош. углами (цветн.) 250х120х55 ФАГОТ	0,38	0,37	0,36	0,36	шт
10067	Кирпич гладкий с 2-мя скош. углами (цветн.) 250х120х65 ФАГОТ	0,38	0,37	0,36	0,36	шт
10062	Кирпич гладкий скошеный угол (желт.) 250х120х55 ФАГОТ	0,36	0,35	0,35	0,34	шт
10060	Кирпич гладкий скошеный угол (желт.) 250х120х65 ФАГОТ	0,36	0,35	0,35	0,34	шт
10061	Кирпич гладкий скошеный угол (цветн.) 250х120х55 ФАГОТ	0,38	0,37	0,36	0,36	шт
10059	Кирпич гладкий скошеный угол (цветн.) 250х120х65 ФАГОТ	0,38	0,37	0,36	0,36	шт
10066	Кирпич гладкий угол под 45 (желт.) 250х120х55 ФАГОТ	0,36	0,35	0,35	0,34	шт
10064	Кирпич гладкий угол под 45 (желт.) 250х120х65 ФАГОТ	0,36	0,35	0,35	0,34	шт
10065	Кирпич гладкий угол под 45 (цветн.) 250х120х55 ФАГОТ	0,38	0,37	0,36	0,36	шт
10063	Кирпич гладкий угол под 45 (цветн.) 250х120х65 ФАГОТ	0,38	0,37	0,36	0,36	шт
10130	Кирпич камин. гладк. с 2-мя скош. угл. (желт.) 250х120х30 ФАГОТ	0,20	0,19	0,19	0,18	шт
10129	Кирпич камин. гладк. с 2-мя скош. угл. (цветн.) 250х120х30 ФАГОТ	0,23	0,22	0,22	0,20	шт
10126	Кирпич камин. гладкий (желт.) 250х120х30 ФАГОТ	0,20	0,19	0,19	0,18	шт
10125	Кирпич камин. гладкий (цветн.) 250х120х30 ФАГОТ	0,23	0,22	0,22	0,20	шт
10128	Кирпич камин. гладкий углов. (желт.) 250х120х30 ФАГОТ	0,20	0,19	0,19	0,18	шт
10127	Кирпич камин. гладкий углов. (цветн.) 250х120х30 ФАГОТ	0,23	0,22	0,22	0,20	шт
10132	Кирпич камин. дикий камень (желт.) 250х110х30 ФАГОТ	0,20	0,19	0,19	0,18	шт
10131	Кирпич камин. дикий камень (цветн.) 250х110х30 ФАГОТ	0,23	0,22	0,22	0,20	шт
10139	Кирпич камин. дикий камень с 2-мя скош. угл. (желт.) 250х110х30 ФАГОТ	0,20	0,19	0,19	0,18	шт
10140	Кирпич камин. дикий камень с 2-мя скош. угл. (цветн.) 250х110х30 ФАГОТ	0,23	0,22	0,22	0,20	шт
10134	Кирпич камин. дикий камень тычк. (желт.) 240х110х30 ФАГОТ	0,20	0,19	0,19	0,18	шт
10133	Кирпич камин. дикий камень тычк. (цветн.) 240х110х30 ФАГОТ	0,23	0,22	0,22	0,20	шт
10136	Кирпич камин. дикий камень углов. (желт.) 250х110х30 ФАГОТ	0,20	0,19	0,19	0,18	шт
10135	Кирпич камин. дикий камень углов. (цветн.) 250х110х30 ФАГОТ	0,23	0,22	0,22	0,20	шт
10138	Кирпич камин. дикий камень углов. тычк. (желт.) 240х110х30 ФАГОТ	0,20	0,19	0,19	0,18	шт
10137	Кирпич камин. дикий камень углов. тычк. (цветн.) 240х110х30 ФАГОТ	0,23	0,22	0,22	0,20	шт
10142	Кирпич камин. тычковой (желт.) 240х120х30 ФАГОТ	0,20	0,19	0,19	0,18	шт
10141	Кирпич камин. тычковой (цветн.) 240х120х30 ФАГОТ	0,23	0,22	0,22	0,20	шт
10054	Кирпич мраморный (желт.) 250х60х65 ФАГОТ	0,20	0,19	0,19	0,18	шт
10053	Кирпич мраморный (цветн.) 250х60х65 ФАГОТ	0,22	0,20	0,19	0,19	шт
10143	Кирпич мраморный тычковой (желт.) 230х60х65 ФАГОТ	0,20	0,19	0,19	0,18	шт
10144	Кирпич мраморный тычковой (цветн.) 230х60х65 ФАГОТ	0,22	0,20	0,19	0,19	шт
10094	Кирпич тычковой (желт.) 230х120х55 ФАГОТ	0,36	0,35	0,35	0,34	шт
10092	Кирпич тычковой (желт.) 230х120х65 ФАГОТ	0,36	0,35	0,35	0,34	шт
10093	Кирпич тычковой (цветн.) 230х120х55 ФАГОТ	0,37	0,36	0,36	0,35	шт
10091	Кирпич тычковой (цветн.) 230х120х65 ФАГОТ	0,37	0,36	0,36	0,35	шт
10124	Кирпич тычковой американский (желт.) 230х78х65 ФАГОТ	0,29	0,28	0,28	0,26	шт
10123	Кирпич тычковой американский (цветн.) 230х78х65 ФАГОТ	0,31	0,30	0,30	0,29	шт
10074	Кирпич финский (желт.) 250х100х55 ФАГОТ	0,36	0,35	0,35	0,34	шт
10072	Кирпич финский (желт.) 250х100х65 ФАГОТ	0,36	0,35	0,35	0,34	шт
10073	Кирпич финский (цветн.) 250х100х55 ФАГОТ	0,37	0,36	0,36	0,35	шт
10071	Кирпич финский (цветн.) 250х100х65 ФАГОТ	0,37	0,36	0,36	0,35	шт
10090	Кирпич финский с 2-мя скош. углами (желт.) 250х100х55 ФАГОТ	0,36	0,35	0,35	0,34	шт
10088	Кирпич финский с 2-мя скош. углами (желт.) 250х100х65 ФАГОТ	0,36	0,35	0,35	0,34	шт
10089	Кирпич финский с 2-мя скош. углами (цветн.) 250х100х55 ФАГОТ	0,37	0,36	0,36	0,35	шт
10087	Кирпич финский с 2-мя скош. углами (цветн.) 250х100х65 ФАГОТ	0,37	0,36	0,36	0,35	шт
10078	Кирпич финский тычковой (желт.) 230х100х55 ФАГОТ	0,36	0,35	0,35	0,34	шт
10076	Кирпич финский тычковой (желт.) 230х100х65 ФАГОТ	0,36	0,35	0,35	0,34	шт
10077	Кирпич финский тычковой (цветн.) 230х100х55 ФАГОТ	0,37	0,36	0,36	0,35	шт	
10075	Кирпич финский тычковой (цветн.) 230х100х65 ФАГОТ	0,37	0,36	0,36	0,35	шт	
10086	Кирпич финский угловой (желт.) 250х100х55 ФАГОТ	0,36	0,35	0,35	0,34	шт	
10084	Кирпич финский угловой (желт.) 250х100х65 ФАГОТ	0,36	0,35	0,35	0,34	шт	
10085	Кирпич финский угловой (цветн.) 250х100х55 ФАГОТ	0,37	0,36	0,36	0,35	шт	
10083	Кирпич финский угловой (цветн.) 250х100х65 ФАГОТ	0,37	0,36	0,36	0,35	шт	
10082	Кирпич финский угол тычковой (желт.) 230х100х55 ФАГОТ	0,36	0,35	0,35	0,34	шт	
10080	Кирпич финский угол тычковой (желт.) 230х100х65 ФАГОТ	0,36	0,35	0,35	0,34	шт	
10081	Кирпич финский угол тычковой (цветн.) 230х100х55 ФАГОТ	0,37	0,36	0,36	0,35	шт	
10079	Кирпич финский угол тычковой (цветн.) 230х100х65 ФАГОТ	0,37	0,36	0,36	0,35	шт	
10052	Кирпич цокольный (желт.) 250х120х35 ФАГОТ	0,36	0,35	0,35	0,34	шт	
10049	Кирпич цокольный (цветн.) 250х120х35 ФАГОТ	0,38	0,37	0,36	0,36	шт	
							
19 Декоративные материалы BOVELACCI. 19 Балки структурные /BOVELACCI,  цены в EUR							
							
13247	Балка п/с T 6 стар. дерево (300 х 9 х 6 см) /Bovelacci	20,81	18,79	16,75	15,41	шт	26,0125
12020	Балка п/с T11 стар. дерево (300 х 10 х 11 см) /Bovelacci	27,16	24,54	21,86	20,12	шт	33,95
13246	Балка п/с T13 стар. дерево (300 х 20 х 13 см) /Bovelacci	40,46	36,58	32,59	29,99	шт	50,575
12021	Балка п/с T21 стар. дерево (300 х 19 х 21 см) /Bovelacci	53,83	48,65	43,34	39,88	шт	67,2875
12022	Плинтус (Консоль) п/с C106 дерево (для балки T6) /Bovelacci	5,99	5,40	4,81	4,43	шт	7,4875
13245	Плинтус (Консоль) п/с C111 дерево (для балки T11) /Bovelacci	5,36	4,84	4,32	3,96	шт	6,7
12023	Плинтус (Консоль) п/с C126 дерево (для балки T21) /Bovelacci	8,68	7,84	6,98	6,43	шт	10,85
13244	Ремень металл-резина 1м /Bovelacci	6,86	6,20	5,52	5,08	шт	8,575
							
19 Декоративные материалы BOVELACCI. 19 Декоры под кирпич для стен /BOVELACCI,  цены в EUR							
							
13249	Брикет стеновой кр. кирпич 215х50х5,8 мм	0,23	0,19	0,18	0,17	шт	0,2875
13248	Брикет стеновой серый 350х145х8 мм	1,37	1,25	1,12	1,03	шт	1,7125
							
19 Декоративные материалы BOVELACCI. 19 Декоры полистироловые /BOVELACCI,  цены в EUR							
							
13266	Декор ANGELO (12,5 х 9 см) п/с	0,42	0,38	0,35	0,31	шт	0,525
13340	Декор F21L (14 х 8,5 см) п/с	0,42	0,38	0,35	0,31	шт	0,525
13341	Декор F24L (16 х 5 х 26 см) п/с	1,50	1,36	1,21	1,12	шт	1,875
13342	Декор F36L (11,7 х 16 см) п/с	0,64	0,58	0,52	0,48	шт	0,8
13343	Декор F54L (12,7 х 12,8 см) п/с	0,42	0,38	0,35	0,31	шт	0,525
13344	Декор M03L (19,5 х 10 х 20 см) п/с	4,68	4,22	3,76	3,46	шт	5,85
13345	Декор M11L (11,5 х 7 х 17 см) п/с	2,39	2,15	1,92	1,78	шт	2,9875
13346	Декор M23L (11 х 6,5 х 14,5 см) п/с	1,87	1,70	1,52	1,40	шт	2,3375
13347	Декор M25L (20 х 11 х 32 см) п/с	6,18	5,58	4,97	4,57	шт	7,725
13348	Декор M62L (17 х 12 х 26 см) п/с	5,42	4,91	4,38	4,03	шт	6,775
13265	Декор P02L (32 х 8 х 22 см) п/с	6,04	5,45	4,86	4,46	шт	7,55
							
19 Декоративные материалы BOVELACCI. 19 Колонны, ниши, углы, пилястры полистир. /BOVELACCI,  цены в EUR							
							
13099	Вставка декор. п/с AF03 DC (155 x 70 мм)	1,75	1,58	1,42	1,30	шт	2,1875
13092	Вставка декор. п/с AF03 DF (155 х 65 мм)	1,75	1,58	1,42	1,30	шт	2,1875
13597	Вставка декор. п/с AF03 DG (155 x 70 мм)	1,75	1,58	1,42	1,30	шт	2,1875
13593	Вставка декор. п/с AF10 D (235 x 108 мм)	3,02	2,72	2,44	2,23	шт	3,775
12009	Колонна-пьедестал С3250 (30 х 30 х 70,5 см)	192,28	173,77	154,82	142,44	шт	240,35
13587	Колонна п/с 35 SL сборная (35 x 35 x 80 см)	27,14	24,53	21,85	20,10	шт	33,925
13585	Колонна п/с 36 SR сборная (35 x 35 x 80 см)	28,67	25,91	23,08	21,24	шт	35,8375
13584	Колонна п/с 39 IR сборная (41 x 41 x 70 см)	28,67	25,91	23,08	21,24	шт	35,8375
13586	Колонна п/с 40 IL сборная (41 x 41 x 70 см)	27,14	24,53	21,85	20,10	шт	33,925
13063	Колонна С3220 (34 х 34 х 242 см)	354,38	320,26	285,35	262,51	шт	442,975
13064	Колонна С3230 (33 х 33 х 225 см)	331,79	299,83	267,14	245,77	шт	414,7375
13065	Колонна С3240 (32,5 х 32,5 х 242 см)	324,24	293,02	261,08	240,18	шт	405,3
13588	"Манекен п/п ""Женщина"""	12,47	11,26	10,02	9,22	шт	15,5875
13589	"Манекен п/п ""Мужчина"""	12,47	11,26	10,02	9,22	шт	15,5875
13060	Ниша п/с N3001 HQ (45 х 76,5 см)	74,65	67,46	60,11	55,30	шт	93,3125
12010	Ниша п/с N49L (28 х 7 х 49 см)	14,36	12,98	11,57	10,64	шт	17,95
13061	Пилястр бол. п/с L3200 HQ (22,5 х 6 х 240 см)	40,73	36,79	32,80	30,16	шт	50,9125
13062	Пилястр мал. п/с L3210 HQ (17,8 х 4,5 х 241,5 см)	38,45	34,75	30,96	28,49	шт	48,0625
13087	Сост. часть колонны 33LT, гладкая d22,5х30 (компл.)	4,75	4,28	3,82	3,52	шт	5,9375
13086	Сост. часть колонны 34RT, грань d22,5х30 (компл.)	6,26	5,66	5,05	4,63	шт	7,825
13093	Угол декор. п/с AA03 DG (155 х 155 мм)	2,06	1,86	1,66	1,52	шт	2,575
13095	Угол декор. п/с AA03 LG (200 x 200 r.115 мм)	2,03	1,84	1,63	1,50	шт	2,5375
13096	Угол декор. п/с AA03 LM (155 x 155 r.85 мм)	1,67	1,50	1,34	1,24	шт	2,0875
13097	Угол декор. п/с AA03 LP (105 x 105 r.50 мм)	1,27	1,15	1,03	0,94	шт	1,5875
13594	Угол декор. п/с AA10 D (200 x 200 мм)	2,80	2,52	2,24	2,06	шт	3,5
13596	Угол декор. п/с AA10 LG (200 x 200 r.120 мм)	2,59	2,35	2,09	1,93	шт	3,2375
13595	Угол декор. п/с AA10 LP (150 x 150 r.80 мм)	2,30	2,09	1,86	1,70	шт	2,875
13592	Угол декор. п/с AA13 L (240 x 240 r.155 мм)	4,02	3,64	3,24	2,98	шт	5,025
13098	Угол декор. п/с AC03 (d 125 мм)	2,15	1,93	1,73	1,60	шт	2,6875
13094	Угол декор. п/с AT03 (90 x 90 r.90 мм)	1,78	1,60	1,42	1,31	шт	2,225
13076	Угол декор. п/с IA709 LG (205 x 205 r.125 мм)	1,44	1,31	1,16	1,07	шт	1,8
13075	Угол декор. п/с IA709 LP (145 х 145 r.80 мм)	1,03	0,92	0,83	0,76	шт	1,2875
13078	Угол декор. п/с IA745 D (200 x 200 мм)	1,32	1,20	1,07	0,98	шт	1,65
13077	Угол декор. п/с IA745 L (150 x 150 r.80 мм)	1,07	0,98	0,86	0,80	шт	1,3375
13079	Угол декор. п/с IA770 L (225 x 225 r.150 мм)	2,27	2,04	1,81	1,68	шт	2,8375
							
19 Декоративные материалы BOVELACCI. 19 Плинтус п/п, Italstyle (700, 800) /BOVELACCI,  цены в EUR							
							
13080	Плинтус п/п B835 SF (34 x 35 x 2000 мм)	0,49	0,44	0,40	0,36	шт	0,6125
13081	Плинтус п/п B837 SF (46 x 49 x 2000 мм)	1,00	0,91	0,80	0,74	шт	1,25
13082	Плинтус п/п B845 SF (16 x 24 x 2000 мм)	0,30	0,25	0,24	0,23	шт	0,375
13083	Плинтус п/п B865 SF (29 x 38 x 2000 мм)	0,62	0,55	0,49	0,46	шт	0,775
